Edad;Sexo;Unidad;Periodo;Total
De 60 a 64 años;Mujeres;Porcentaje;2016T3;3,8
De 60 a 64 años;Mujeres;Porcentaje;2016T2;3,5
De 60 a 64 años;Mujeres;Porcentaje;2016T1;3,5
De 60 a 64 años;Mujeres;Porcentaje;2015T4;3,5
De 60 a 64 años;Mujeres;Porcentaje;2015T3;3,4
De 60 a 64 años;Mujeres;Porcentaje;2015T2;3,1
De 60 a 64 años;Mujeres;Porcentaje;2015T1;2,8
De 60 a 64 años;Mujeres;Porcentaje;2014T4;2,6
De 60 a 64 años;Mujeres;Porcentaje;2014T3;2,5
De 60 a 64 años;Mujeres;Porcentaje;2014T2;2,8
De 60 a 64 años;Mujeres;Porcentaje;2014T1;2,5
De 60 a 64 años;Mujeres;Porcentaje;2013T4;2,4
De 60 a 64 años;Mujeres;Porcentaje;2013T3;2,8
De 60 a 64 años;Mujeres;Porcentaje;2013T2;2,5
De 60 a 64 años;Mujeres;Porcentaje;2013T1;2,8
De 60 a 64 años;Mujeres;Porcentaje;2012T4;2,3
De 60 a 64 años;Mujeres;Porcentaje;2012T3;2,4
De 60 a 64 años;Mujeres;Porcentaje;2012T2;2,5
De 60 a 64 años;Mujeres;Porcentaje;2012T1;2
De 60 a 64 años;Mujeres;Porcentaje;2011T4;1,9
De 60 a 64 años;Mujeres;Porcentaje;2011T3;2,2
De 60 a 64 años;Mujeres;Porcentaje;2011T2;1,8
De 60 a 64 años;Mujeres;Porcentaje;2011T1;1,6
De 60 a 64 años;Mujeres;Porcentaje;2010T4;1,9
De 60 a 64 años;Mujeres;Porcentaje;2010T3;1,8
De 60 a 64 años;Mujeres;Porcentaje;2010T2;1,9
De 60 a 64 años;Mujeres;Porcentaje;2010T1;1,9
De 60 a 64 años;Mujeres;Porcentaje;2009T4;2
De 60 a 64 años;Mujeres;Porcentaje;2009T3;2,2
De 60 a 64 años;Mujeres;Porcentaje;2009T2;1,9
De 60 a 64 años;Mujeres;Porcentaje;2009T1;1,7
De 60 a 64 años;Mujeres;Porcentaje;2008T4;2
De 60 a 64 años;Mujeres;Porcentaje;2008T3;1,6
De 60 a 64 años;Mujeres;Porcentaje;2008T2;1,7
De 60 a 64 años;Mujeres;Porcentaje;2008T1;2,1
De 60 a 64 años;Mujeres;Porcentaje;2007T4;1,6
De 60 a 64 años;Mujeres;Porcentaje;2007T3;1,9
De 60 a 64 años;Mujeres;Porcentaje;2007T2;1,6
De 60 a 64 años;Mujeres;Porcentaje;2007T1;2
De 60 a 64 años;Mujeres;Porcentaje;2006T4;1,5
De 60 a 64 años;Mujeres;Porcentaje;2006T3;1,5
De 60 a 64 años;Mujeres;Porcentaje;2006T2;1,1
De 60 a 64 años;Mujeres;Porcentaje;2006T1;1,1
De 60 a 64 años;Mujeres;Porcentaje;2005T4;1,2
De 60 a 64 años;Mujeres;Porcentaje;2005T3;1,4
De 60 a 64 años;Mujeres;Porcentaje;2005T2;1,4
De 60 a 64 años;Mujeres;Porcentaje;2005T1;1,5
De 60 a 64 años;Mujeres;Porcentaje;2004T4;1,2
De 60 a 64 años;Mujeres;Porcentaje;2004T3;1,7
De 60 a 64 años;Mujeres;Porcentaje;2004T2;1,7
De 60 a 64 años;Mujeres;Porcentaje;2004T1;1,3
De 60 a 64 años;Mujeres;Porcentaje;2003T4;1,1
De 60 a 64 años;Mujeres;Porcentaje;2003T3;1,3
De 60 a 64 años;Mujeres;Porcentaje;2003T2;0,9
De 60 a 64 años;Mujeres;Porcentaje;2003T1;0,9
De 60 a 64 años;Mujeres;Porcentaje;2002T4;1
De 60 a 64 años;Mujeres;Porcentaje;2002T3;1,1
De 60 a 64 años;Mujeres;Porcentaje;2002T2;1,4
De 60 a 64 años;Mujeres;Porcentaje;2002T1;1,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2026T1;29
De 65 a 69 años;Ambos sexos;Valor absoluto;2025T4;23,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2025T3;23,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2025T2;22,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2025T1;25,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2024T4;27,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2024T3;19,5
De 65 a 69 años;Ambos sexos;Valor absoluto;2024T2;20,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2024T1;26,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2023T4;17,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2023T3;23,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2023T2;24,5
De 65 a 69 años;Ambos sexos;Valor absoluto;2023T1;21,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2022T4;15,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2022T3;15,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2022T2;15,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2022T1;20,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2021T4;16,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2021T3;18
De 65 a 69 años;Ambos sexos;Valor absoluto;2021T2;15,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2021T1;12,5
De 65 a 69 años;Ambos sexos;Valor absoluto;2020T4;13,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2020T3;12,9
De 65 a 69 años;Ambos sexos;Valor absoluto;2020T2;13,5
De 65 a 69 años;Ambos sexos;Valor absoluto;2020T1;11,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2019T4;10,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2019T3;9,9
De 65 a 69 años;Ambos sexos;Valor absoluto;2019T2;16,2
De 65 a 69 años;Ambos sexos;Valor absoluto;2019T1;11,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2018T4;9,5
De 65 a 69 años;Ambos sexos;Valor absoluto;2018T3;8,9
De 65 a 69 años;Ambos sexos;Valor absoluto;2018T2;8,5
De 65 a 69 años;Ambos sexos;Valor absoluto;2018T1;7,9
De 65 a 69 años;Ambos sexos;Valor absoluto;2017T4;7,3
De 65 a 69 años;Ambos sexos;Valor absoluto;2017T3;8,4
De 65 a 69 años;Ambos sexos;Valor absoluto;2017T2;4,9
De 65 a 69 años;Ambos sexos;Valor absoluto;2017T1;6,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2016T4;5,4
De 65 a 69 años;Ambos sexos;Valor absoluto;2016T3;6,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2016T2;5
De 65 a 69 años;Ambos sexos;Valor absoluto;2016T1;7,3
De 65 a 69 años;Ambos sexos;Valor absoluto;2015T4;6,4
De 65 a 69 años;Ambos sexos;Valor absoluto;2015T3;5,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2015T2;5
De 65 a 69 años;Ambos sexos;Valor absoluto;2015T1;6,2
De 65 a 69 años;Ambos sexos;Valor absoluto;2014T4;6,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2014T3;5,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2014T2;5,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2014T1;7,9
De 65 a 69 años;Ambos sexos;Valor absoluto;2013T4;12
De 65 a 69 años;Ambos sexos;Valor absoluto;2013T3;9
De 65 a 69 años;Ambos sexos;Valor absoluto;2013T2;7,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2013T1;7,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2012T4;6,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2012T3;6,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2012T2;6,4
De 65 a 69 años;Ambos sexos;Valor absoluto;2012T1;4
De 65 a 69 años;Ambos sexos;Valor absoluto;2011T4;4
De 65 a 69 años;Ambos sexos;Valor absoluto;2011T3;1
De 65 a 69 años;Ambos sexos;Valor absoluto;2011T2;1,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2011T1;3
De 65 a 69 años;Ambos sexos;Valor absoluto;2010T4;2,4
De 65 a 69 años;Ambos sexos;Valor absoluto;2010T3;3
De 65 a 69 años;Ambos sexos;Valor absoluto;2010T2;5,4
De 65 a 69 años;Ambos sexos;Valor absoluto;2010T1;3,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2009T4;7,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2009T3;2,9
De 65 a 69 años;Ambos sexos;Valor absoluto;2009T2;2,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2009T1;3,5
De 65 a 69 años;Ambos sexos;Valor absoluto;2008T4;4
De 65 a 69 años;Ambos sexos;Valor absoluto;2008T3;3,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2008T2;4,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2008T1;2,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2007T4;1
De 65 a 69 años;Ambos sexos;Valor absoluto;2007T3;1,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2007T2;2,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2007T1;2,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2006T4;2,3
De 65 a 69 años;Ambos sexos;Valor absoluto;2006T3;1,3
De 65 a 69 años;Ambos sexos;Valor absoluto;2006T2;2,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2006T1;2,4
De 65 a 69 años;Ambos sexos;Valor absoluto;2005T4;1,6
De 65 a 69 años;Ambos sexos;Valor absoluto;2005T3;4,1
De 65 a 69 años;Ambos sexos;Valor absoluto;2005T2;2,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2005T1;2
De 65 a 69 años;Ambos sexos;Valor absoluto;2004T4;1,2
De 65 a 69 años;Ambos sexos;Valor absoluto;2004T3;0,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2004T2;1,9
De 65 a 69 años;Ambos sexos;Valor absoluto;2004T1;1,8
De 65 a 69 años;Ambos sexos;Valor absoluto;2003T4;1,3
De 65 a 69 años;Ambos sexos;Valor absoluto;2003T3;1,2
De 65 a 69 años;Ambos sexos;Valor absoluto;2003T2;2,2
De 65 a 69 años;Ambos sexos;Valor absoluto;2003T1;1,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2002T4;1,5
De 65 a 69 años;Ambos sexos;Valor absoluto;2002T3;0,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2002T2;1,7
De 65 a 69 años;Ambos sexos;Valor absoluto;2002T1;1,8
De 65 a 69 años;Ambos sexos;Porcentaje;2026T1;1,1
De 65 a 69 años;Ambos sexos;Porcentaje;2025T4;0,9
De 65 a 69 años;Ambos sexos;Porcentaje;2025T3;0,9
De 65 a 69 años;Ambos sexos;Porcentaje;2025T2;0,9
De 65 a 69 años;Ambos sexos;Porcentaje;2025T1;0,9
De 65 a 69 años;Ambos sexos;Porcentaje;2024T4;1,1
De 65 a 69 años;Ambos sexos;Porcentaje;2024T3;0,7
De 65 a 69 años;Ambos sexos;Porcentaje;2024T2;0,8
De 65 a 69 años;Ambos sexos;Porcentaje;2024T1;0,9
De 65 a 69 años;Ambos sexos;Porcentaje;2023T4;0,6
De 65 a 69 años;Ambos sexos;Porcentaje;2023T3;0,8
De 65 a 69 años;Ambos sexos;Porcentaje;2023T2;0,9
De 65 a 69 años;Ambos sexos;Porcentaje;2023T1;0,7
De 65 a 69 años;Ambos sexos;Porcentaje;2022T4;0,5
De 65 a 69 años;Ambos sexos;Porcentaje;2022T3;0,5
De 65 a 69 años;Ambos sexos;Porcentaje;2022T2;0,5
De 65 a 69 años;Ambos sexos;Porcentaje;2022T1;0,6
De 65 a 69 años;Ambos sexos;Porcentaje;2021T4;0,5
De 65 a 69 años;Ambos sexos;Porcentaje;2021T3;0,5
De 65 a 69 años;Ambos sexos;Porcentaje;2021T2;0,4
De 65 a 69 años;Ambos sexos;Porcentaje;2021T1;0,3
De 65 a 69 años;Ambos sexos;Porcentaje;2020T4;0,4
De 65 a 69 años;Ambos sexos;Porcentaje;2020T3;0,3
De 65 a 69 años;Ambos sexos;Porcentaje;2020T2;0,4
De 65 a 69 años;Ambos sexos;Porcentaje;2020T1;0,4
De 65 a 69 años;Ambos sexos;Porcentaje;2019T4;0,3
De 65 a 69 años;Ambos sexos;Porcentaje;2019T3;0,3
De 65 a 69 años;Ambos sexos;Porcentaje;2019T2;0,5
De 65 a 69 años;Ambos sexos;Porcentaje;2019T1;0,3
De 65 a 69 años;Ambos sexos;Porcentaje;2018T4;0,3
De 65 a 69 años;Ambos sexos;Porcentaje;2018T3;0,3
De 65 a 69 años;Ambos sexos;Porcentaje;2018T2;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2018T1;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2017T4;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2017T3;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2017T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2017T1;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2016T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2016T3;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2016T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2016T1;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2015T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2015T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2015T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2015T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2014T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2014T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2014T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2014T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2013T4;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2013T3;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2013T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2013T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2012T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2012T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2012T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2012T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2011T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2011T3;0
De 65 a 69 años;Ambos sexos;Porcentaje;2011T2;0
De 65 a 69 años;Ambos sexos;Porcentaje;2011T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2010T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2010T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2010T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2010T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2009T4;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2009T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2009T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2009T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2008T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2008T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2008T2;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2008T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2007T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2007T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2007T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2007T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2006T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2006T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2006T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2006T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2005T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2005T3;0,2
De 65 a 69 años;Ambos sexos;Porcentaje;2005T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2005T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2004T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2004T3;0
De 65 a 69 años;Ambos sexos;Porcentaje;2004T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2004T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2003T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2003T3;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2003T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2003T1;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2002T4;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2002T3;0
De 65 a 69 años;Ambos sexos;Porcentaje;2002T2;0,1
De 65 a 69 años;Ambos sexos;Porcentaje;2002T1;0,1
De 65 a 69 años;Hombres;Valor absoluto;2026T1;11,9
De 65 a 69 años;Hombres;Valor absoluto;2025T4;10,3
De 65 a 69 años;Hombres;Valor absoluto;2025T3;8,4
De 65 a 69 años;Hombres;Valor absoluto;2025T2;7,8
De 65 a 69 años;Hombres;Valor absoluto;2025T1;5,2
De 65 a 69 años;Hombres;Valor absoluto;2024T4;11,3
De 65 a 69 años;Hombres;Valor absoluto;2024T3;7,9
De 65 a 69 años;Hombres;Valor absoluto;2024T2;5,5
De 65 a 69 años;Hombres;Valor absoluto;2024T1;10,4
De 65 a 69 años;Hombres;Valor absoluto;2023T4;7,8
De 65 a 69 años;Hombres;Valor absoluto;2023T3;7,4
De 65 a 69 años;Hombres;Valor absoluto;2023T2;10,7
De 65 a 69 años;Hombres;Valor absoluto;2023T1;9
De 65 a 69 años;Hombres;Valor absoluto;2022T4;6,1
De 65 a 69 años;Hombres;Valor absoluto;2022T3;7,2
De 65 a 69 años;Hombres;Valor absoluto;2022T2;8,9
De 65 a 69 años;Hombres;Valor absoluto;2022T1;10,7
De 65 a 69 años;Hombres;Valor absoluto;2021T4;9,3
De 65 a 69 años;Hombres;Valor absoluto;2021T3;10
De 65 a 69 años;Hombres;Valor absoluto;2021T2;7,7
De 65 a 69 años;Hombres;Valor absoluto;2021T1;5,3
De 65 a 69 años;Hombres;Valor absoluto;2020T4;6,6
De 65 a 69 años;Hombres;Valor absoluto;2020T3;7
De 65 a 69 años;Hombres;Valor absoluto;2020T2;5,2
De 65 a 69 años;Hombres;Valor absoluto;2020T1;4,7
De 65 a 69 años;Hombres;Valor absoluto;2019T4;4,9
De 65 a 69 años;Hombres;Valor absoluto;2019T3;5,7
De 65 a 69 años;Hombres;Valor absoluto;2019T2;7,6
De 65 a 69 años;Hombres;Valor absoluto;2019T1;4,6
De 65 a 69 años;Hombres;Valor absoluto;2018T4;4,6
De 65 a 69 años;Hombres;Valor absoluto;2018T3;5,4
De 65 a 69 años;Hombres;Valor absoluto;2018T2;5,7
De 65 a 69 años;Hombres;Valor absoluto;2018T1;6
De 65 a 69 años;Hombres;Valor absoluto;2017T4;4,4
De 65 a 69 años;Hombres;Valor absoluto;2017T3;5,8
De 65 a 69 años;Hombres;Valor absoluto;2017T2;2,7
De 65 a 69 años;Hombres;Valor absoluto;2017T1;3,5
De 65 a 69 años;Hombres;Valor absoluto;2016T4;2,6
De 65 a 69 años;Hombres;Valor absoluto;2016T3;1,5
De 65 a 69 años;Hombres;Valor absoluto;2016T2;2,4
De 65 a 69 años;Hombres;Valor absoluto;2016T1;2,4
De 65 a 69 años;Hombres;Valor absoluto;2015T4;3,7
De 65 a 69 años;Hombres;Valor absoluto;2015T3;3,2
De 65 a 69 años;Hombres;Valor absoluto;2015T2;2,7
De 65 a 69 años;Hombres;Valor absoluto;2015T1;3,2
De 65 a 69 años;Hombres;Valor absoluto;2014T4;4,5
De 65 a 69 años;Hombres;Valor absoluto;2014T3;2,2
De 65 a 69 años;Hombres;Valor absoluto;2014T2;1,7
De 65 a 69 años;Hombres;Valor absoluto;2014T1;4,2
De 65 a 69 años;Hombres;Valor absoluto;2013T4;5,1
De 65 a 69 años;Hombres;Valor absoluto;2013T3;5,4
De 65 a 69 años;Hombres;Valor absoluto;2013T2;4,7
De 65 a 69 años;Hombres;Valor absoluto;2013T1;6,1
De 65 a 69 años;Hombres;Valor absoluto;2012T4;3,5
De 65 a 69 años;Hombres;Valor absoluto;2012T3;3,5
De 65 a 69 años;Hombres;Valor absoluto;2012T2;4,2
De 65 a 69 años;Hombres;Valor absoluto;2012T1;3,1
De 65 a 69 años;Hombres;Valor absoluto;2011T4;1,5
De 65 a 69 años;Hombres;Valor absoluto;2011T3;0,3
De 65 a 69 años;Hombres;Valor absoluto;2011T2;0,1
De 65 a 69 años;Hombres;Valor absoluto;2011T1;1,2
De 65 a 69 años;Hombres;Valor absoluto;2010T4;1,7
De 65 a 69 años;Hombres;Valor absoluto;2010T3;2,4
De 65 a 69 años;Hombres;Valor absoluto;2010T2;4,3
De 65 a 69 años;Hombres;Valor absoluto;2010T1;2,4
De 65 a 69 años;Hombres;Valor absoluto;2009T4;6,4
De 65 a 69 años;Hombres;Valor absoluto;2009T3;1,7
De 65 a 69 años;Hombres;Valor absoluto;2009T2;1,6
De 65 a 69 años;Hombres;Valor absoluto;2009T1;1,3
De 65 a 69 años;Hombres;Valor absoluto;2008T4;1,7
De 65 a 69 años;Hombres;Valor absoluto;2008T3;0,6
De 65 a 69 años;Hombres;Valor absoluto;2008T2;2,5
De 65 a 69 años;Hombres;Valor absoluto;2008T1;0,7
De 65 a 69 años;Hombres;Valor absoluto;2007T4;0,5
De 65 a 69 años;Hombres;Valor absoluto;2007T3;0,2
De 65 a 69 años;Hombres;Valor absoluto;2007T2;1,3
De 65 a 69 años;Hombres;Valor absoluto;2007T1;1,8
De 65 a 69 años;Hombres;Valor absoluto;2006T4;2,1
De 65 a 69 años;Hombres;Valor absoluto;2006T3;0,9
De 65 a 69 años;Hombres;Valor absoluto;2006T2;1,7
De 65 a 69 años;Hombres;Valor absoluto;2006T1;1,3
De 65 a 69 años;Hombres;Valor absoluto;2005T4;1,3
De 65 a 69 años;Hombres;Valor absoluto;2005T3;2,4
De 65 a 69 años;Hombres;Valor absoluto;2005T2;1,1
De 65 a 69 años;Hombres;Valor absoluto;2005T1;0,9
De 65 a 69 años;Hombres;Valor absoluto;2004T4;0,3
De 65 a 69 años;Hombres;Valor absoluto;2004T3;0,4
De 65 a 69 años;Hombres;Valor absoluto;2004T2;1,2
De 65 a 69 años;Hombres;Valor absoluto;2004T1;1
De 65 a 69 años;Hombres;Valor absoluto;2003T4;0,4
De 65 a 69 años;Hombres;Valor absoluto;2003T3;0,3
De 65 a 69 años;Hombres;Valor absoluto;2003T2;0,9
De 65 a 69 años;Hombres;Valor absoluto;2003T1;1,5
De 65 a 69 años;Hombres;Valor absoluto;2002T4;1
De 65 a 69 años;Hombres;Valor absoluto;2002T3;0,5
De 65 a 69 años;Hombres;Valor absoluto;2002T2;1
De 65 a 69 años;Hombres;Valor absoluto;2002T1;1,1
De 65 a 69 años;Hombres;Porcentaje;2026T1;1
De 65 a 69 años;Hombres;Porcentaje;2025T4;0,9
De 65 a 69 años;Hombres;Porcentaje;2025T3;0,7
De 65 a 69 años;Hombres;Porcentaje;2025T2;0,6
De 65 a 69 años;Hombres;Porcentaje;2025T1;0,4
De 65 a 69 años;Hombres;Porcentaje;2024T4;0,9
De 65 a 69 años;Hombres;Porcentaje;2024T3;0,6
De 65 a 69 años;Hombres;Porcentaje;2024T2;0,4
De 65 a 69 años;Hombres;Porcentaje;2024T1;0,7
De 65 a 69 años;Hombres;Porcentaje;2023T4;0,6
De 65 a 69 años;Hombres;Porcentaje;2023T3;0,6
De 65 a 69 años;Hombres;Porcentaje;2023T2;0,8
De 65 a 69 años;Hombres;Porcentaje;2023T1;0,6
De 65 a 69 años;Hombres;Porcentaje;2022T4;0,4
De 65 a 69 años;Hombres;Porcentaje;2022T3;0,5
De 65 a 69 años;Hombres;Porcentaje;2022T2;0,6
De 65 a 69 años;Hombres;Porcentaje;2022T1;0,7
De 65 a 69 años;Hombres;Porcentaje;2021T4;0,6
De 65 a 69 años;Hombres;Porcentaje;2021T3;0,6
De 65 a 69 años;Hombres;Porcentaje;2021T2;0,5
De 65 a 69 años;Hombres;Porcentaje;2021T1;0,3
De 65 a 69 años;Hombres;Porcentaje;2020T4;0,4
De 65 a 69 años;Hombres;Porcentaje;2020T3;0,4
De 65 a 69 años;Hombres;Porcentaje;2020T2;0,3
De 65 a 69 años;Hombres;Porcentaje;2020T1;0,3
De 65 a 69 años;Hombres;Porcentaje;2019T4;0,3
De 65 a 69 años;Hombres;Porcentaje;2019T3;0,4
De 65 a 69 años;Hombres;Porcentaje;2019T2;0,5
De 65 a 69 años;Hombres;Porcentaje;2019T1;0,3
De 65 a 69 años;Hombres;Porcentaje;2018T4;0,3
De 65 a 69 años;Hombres;Porcentaje;2018T3;0,3
De 65 a 69 años;Hombres;Porcentaje;2018T2;0,3
De 65 a 69 años;Hombres;Porcentaje;2018T1;0,3
De 65 a 69 años;Hombres;Porcentaje;2017T4;0,2
De 65 a 69 años;Hombres;Porcentaje;2017T3;0,3
De 65 a 69 años;Hombres;Porcentaje;2017T2;0,1
De 65 a 69 años;Hombres;Porcentaje;2017T1;0,2
De 65 a 69 años;Hombres;Porcentaje;2016T4;0,1
De 65 a 69 años;Hombres;Porcentaje;2016T3;0,1
De 65 a 69 años;Hombres;Porcentaje;2016T2;0,1
De 65 a 69 años;Hombres;Porcentaje;2016T1;0,1
De 65 a 69 años;Hombres;Porcentaje;2015T4;0,2
De 65 a 69 años;Hombres;Porcentaje;2015T3;0,1
De 65 a 69 años;Hombres;Porcentaje;2015T2;0,1
De 65 a 69 años;Hombres;Porcentaje;2015T1;0,1
De 65 a 69 años;Hombres;Porcentaje;2014T4;0,2
De 65 a 69 años;Hombres;Porcentaje;2014T3;0,1
De 65 a 69 años;Hombres;Porcentaje;2014T2;0,1
De 65 a 69 años;Hombres;Porcentaje;2014T1;0,1
De 65 a 69 años;Hombres;Porcentaje;2013T4;0,2
De 65 a 69 años;Hombres;Porcentaje;2013T3;0,2
De 65 a 69 años;Hombres;Porcentaje;2013T2;0,1
De 65 a 69 años;Hombres;Porcentaje;2013T1;0,2
De 65 a 69 años;Hombres;Porcentaje;2012T4;0,1
De 65 a 69 años;Hombres;Porcentaje;2012T3;0,1
De 65 a 69 años;Hombres;Porcentaje;2012T2;0,1
De 65 a 69 años;Hombres;Porcentaje;2012T1;0,1
De 65 a 69 años;Hombres;Porcentaje;2011T4;0,1
De 65 a 69 años;Hombres;Porcentaje;2011T3;0
De 65 a 69 años;Hombres;Porcentaje;2011T2;0
De 65 a 69 años;Hombres;Porcentaje;2011T1;0
De 65 a 69 años;Hombres;Porcentaje;2010T4;0,1
De 65 a 69 años;Hombres;Porcentaje;2010T3;0,1
De 65 a 69 años;Hombres;Porcentaje;2010T2;0,2
De 65 a 69 años;Hombres;Porcentaje;2010T1;0,1
De 65 a 69 años;Hombres;Porcentaje;2009T4;0,3
De 65 a 69 años;Hombres;Porcentaje;2009T3;0,1
De 65 a 69 años;Hombres;Porcentaje;2009T2;0,1
De 65 a 69 años;Hombres;Porcentaje;2009T1;0,1
De 65 a 69 años;Hombres;Porcentaje;2008T4;0,1
De 65 a 69 años;Hombres;Porcentaje;2008T3;0
De 65 a 69 años;Hombres;Porcentaje;2008T2;0,2
De 65 a 69 años;Hombres;Porcentaje;2008T1;0,1
De 65 a 69 años;Hombres;Porcentaje;2007T4;0,1
De 65 a 69 años;Hombres;Porcentaje;2007T3;0
De 65 a 69 años;Hombres;Porcentaje;2007T2;0,2
